ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
180049,2013/12/04 00:00:00.000000000,205 CODELL DR                                     ,BLDG 20                                           ,"MECHANICAL, MULTI-FAMILY                          ",0,PENNINGTON ASSOCIATES                             ,FAYETTE HEATING & AIR CONDITIONING                ,205 CODELL DR,,,,,,,,,,4,json,205 CODELL DR LEXINGTON KY
169186,2012/05/14 00:00:00.000000000,4371 OLD HARRODSBURG RD                           ,STE 180                                           ,REMODELING RESTAURANT                             ,37000,NADIR AICH                                        ,AFFORDABLE RESTAURANT EQUIPMENT INC               ,4371 OLD HARRODSBURG RD,,,,,,,,,,4,json,4371 OLD HARRODSBURG RD LEXINGTON KY
180699,2014/01/16 00:00:00.000000000,5751 BRIAR HILL RD                                ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",23000,LOCKHEED MARTIN                                   ,ALPHA MECHANICAL SERVICE                          ,5751 BRIAR HILL RD,,,,,,,,,,4,json,5751 BRIAR HILL RD LEXINGTON KY
173225,2012/11/28 00:00:00.000000000,783 LIBERTY RIDGE LN                              ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,LIBERTY RIDGE SR LIVING                           ,CLIMATE CONTROL CORPORATION                       ,783 LIBERTY RIDGE LN,,,,,,,,,,4,json,783 LIBERTY RIDGE LN LEXINGTON KY
183739,2014/07/14 00:00:00.000000000,1996 PAVILION WAY                                 ,                                                  ,SIGNS                                             ,21392,AT HOME (FORMERLY GARDEN RIDGE)                   ,ARCHITECTURAL GRAPHICS INC                        ,1996 PAVILION WAY,,,,,,,,,,4,json,1996 PAVILION WAY LEXINGTON KY
169295,2012/07/05 00:00:00.000000000,3591 LEESTOWN RD                                  ,                                                  ,GOVERNMENT BLDG/LOCAL                             ,60000,FCPS- LOCUST TRACE AGSCI FARM SCHOOL              ,B C D INC                                         ,3591 LEESTOWN RD,,,,,,,,,,4,json,3591 LEESTOWN RD LEXINGTON KY
184486,2014/09/16 00:00:00.000000000,3565 NICHOLASVILLE RD                             ,STE 935                                           ,REMODELING RESTAURANT                             ,300000,CHIPOTLE MEXICAN GRILL                            ,MARK L INC                                        ,3565 NICHOLASVILLE RD,,,,,,,,,,4,json,3565 NICHOLASVILLE RD LEXINGTON KY
163865,2011/06/14 00:00:00.000000000,6707 GRIMES MILL RD                               ,                                                  ,REMODELING WHOLESALE BUSINESS                     ,165000,PHILLIP DESOMONE                                  ,DESIGN BUILD CONST SERVICES LLC                   ,6707 GRIMES MILL RD,,,,,,,,,,4,json,6707 GRIMES MILL RD LEXINGTON KY
162007,2011/02/03 00:00:00.000000000,2760 RESEARCH PARK DR                             ,                                                  ,"MECHANICAL COMM. $50,001-$75,000                  ",0,COUNCIL OF STATE GOVERNMENT                       ,IVEY MECHANICAL COMPANY LLC                       ,2760 RESEARCH PARK DR,,,,,,,,,,4,json,2760 RESEARCH PARK DR LEXINGTON KY
174493,2013/02/26 00:00:00.000000000,2853 WINCHESTER RD                                ,                                                  ,CO-LOCATE TOWER                                   ,25000,SPRINT/NEXTEL                                     ,S B A NETWORK SERVICES LLC                        ,2853 WINCHESTER RD,,,,,,,,,,4,json,2853 WINCHESTER RD LEXINGTON KY
186736,2014/12/12 00:00:00.000000000,921 DAWSON SPRINGS WAY                            ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",8225,MONROE HOMES                                      ,FAYETTE HEATING & AIR CONDITIONING                ,921 DAWSON SPRINGS WAY,,,,,,,,,,4,json,921 DAWSON SPRINGS WAY LEXINGTON KY
167480,2012/02/03 00:00:00.000000000,268 JEFFERSON ST                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,YOUSEF AHMAD                                      ,YOUSEF AHMAD                                      ,268 JEFFERSON ST,,,,,,,,,,4,json,268 JEFFERSON ST LEXINGTON KY
180215,2013/12/10 00:00:00.000000000,865 GLASFORD SQ                                   ,UNIT 106                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,865 GLASFORD SQ,,,,,,,,,,4,json,865 GLASFORD SQ LEXINGTON KY
181320,2014/03/07 00:00:00.000000000,165 MOORE DR                                      ,                                                  ,SIGNS                                             ,1260,ALTOUR THE TRAVEL AUTHORITY                       ,POPEYE SIGN COMPANY INC                           ,165 MOORE DR,,,,,,,,,,4,json,165 MOORE DR LEXINGTON KY
176826,2013/06/18 00:00:00.000000000,1624 OLD PARIS RD                                 ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,ROSENSTEIN DEVELOPMENT                            ,AIR CONTROL HEATING & COOLING OF LEX              ,1624 OLD PARIS RD,,,,,,,,,,4,json,1624 OLD PARIS RD LEXINGTON KY
177075,2013/06/28 00:00:00.000000000,537 WALLER AVE                                    ,STE A                                             ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,PETE'S WOK                                        ,PETE'S WOK                                        ,537 WALLER AVE,,,,,,,,,,4,json,537 WALLER AVE LEXINGTON KY
186667,2014/12/09 00:00:00.000000000,3276 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4153.12,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,3276 ALCOTT PL,,,,,,,,,,4,json,3276 ALCOTT PL LEXINGTON KY
163530,2011/05/12 00:00:00.000000000,987 PRIMROSE CT                                   ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,THE WEBB CO                                       ,ALLSTATE HEATING & COOLING INC                    ,987 PRIMROSE CT,,,,,,,,,,4,json,987 PRIMROSE CT LEXINGTON KY
176514,2013/06/04 00:00:00.000000000,1145 FLOYD DR                                     ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"JET PRODUCTS, LLC                                 ","JET PRODUCTS, LLC                                 ",1145 FLOYD DR,,,,,,,,,,4,json,1145 FLOYD DR LEXINGTON KY
180258,2013/12/12 00:00:00.000000000,4101 TATES CREEK RD                               ,STE 164                                           ,"MECHANICAL COMM. $10,001-$25,000                  ",0,SHAWN COLLETT                                     ,CONLEYS ADVANCED SYSTEMS INC                      ,4101 TATES CREEK RD,,,,,,,,,,4,json,4101 TATES CREEK RD LEXINGTON KY
165196,2011/10/24 00:00:00.000000000,720 HENRY CLAY BLVD                               ,                                                  ,"PARKING LOTS, PAVING COMMERCIAL                   ",2000,STEVE SNOWDEN                                     ,STEVE SNOWDEN                                     ,720 HENRY CLAY BLVD,,,,,,,,,,4,json,720 HENRY CLAY BLVD LEXINGTON KY
172827,2012/11/02 00:00:00.000000000,4219 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4219 EVANGELINE LN,,,,,,,,,,4,json,4219 EVANGELINE LN LEXINGTON KY
185611,2014/10/03 00:00:00.000000000,1328 NANCY HANKS RD                               ,#1                                                ,"MECHANICAL, MULTI-FAMILY                          ",2239,BALL REALTY LLC                                   ,STIVERS HVAC INC                                  ,1328 NANCY HANKS RD,,,,,,,,,,4,json,1328 NANCY HANKS RD LEXINGTON KY
173268,2012/11/30 00:00:00.000000000,4308 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION LLC                            ,R M L CONSTRUCTION LLC                            ,4308 EVANGELINE LN,,,,,,,,,,4,json,4308 EVANGELINE LN LEXINGTON KY
185711,2014/10/10 00:00:00.000000000,141 LEESTOWN RD                                   ,STE 300                                           ,"MECHANICAL COMM. $50,001-$75,000                  ",0,KEN ISAACS                                        ,MULLIS INC                                        ,141 LEESTOWN RD,,,,,,,,,,4,json,141 LEESTOWN RD LEXINGTON KY
168047,2012/03/13 00:00:00.000000000,198 PRIMROSE CT                                   ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES LLC                                    ,STIVERS HVAC INC                                  ,198 PRIMROSE CT,,,,,,,,,,4,json,198 PRIMROSE CT LEXINGTON KY
173952,2013/01/22 00:00:00.000000000,828 LANE ALLEN RD                                 ,190                                               ,"MECHANICAL COMM. $2,001-$10,000                   ",0,PALUMBO PROPERTIES                                ,AIR CONTROL HEATING & COOLING OF LEX              ,828 LANE ALLEN RD,,,,,,,,,,4,json,828 LANE ALLEN RD LEXINGTON KY
175163,2013/03/29 00:00:00.000000000,1439 ALEXANDRIA DR                                ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,LATIN LEX LOUNGE                                  ,LATIN LEX LOUNGE                                  ,1439 ALEXANDRIA DR,,,,,,,,,,4,json,1439 ALEXANDRIA DR LEXINGTON KY
182983,2014/05/29 00:00:00.000000000,1 ST JOSEPH DR                                    ,                                                  ,SIGNS                                             ,121704,KENTUCKYONE HEALTH                                ,VALLEY SIGNS & SURVEYS                            ,1 ST JOSEPH DR,,,,,,,,,,4,json,1 ST JOSEPH DR LEXINGTON KY
170148,2012/06/19 00:00:00.000000000,2051 RICHMOND RD                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,O'NEILL'S                                         ,O'NEILL'S                                         ,2051 RICHMOND RD,,,,,,,,,,4,json,2051 RICHMOND RD LEXINGTON KY
176099,2013/05/16 00:00:00.000000000,289 W LOUDON AVE                                  ,                                                  ,"APARTMENT, REMODELING                             ",5000,HOPE CENTER                                       ,OWNER                                             ,289 W LOUDON AVE,,,,,,,,,,4,json,289 W LOUDON AVE LEXINGTON KY
