PermitNo,Address,SubmitDate,IssueDate,StartDate,CompleteDate,Name,PermitType,TypeOfWork,LaneBlockage,CleanAddress,MatchAddress,MatchType,parcelId,lat,lng
 21169,2312 EASTWAY DR,2011/03/11 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/04/04 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,2312 EASTWAY DR,2312 EASTWAY DR,Exact Parcel,23871500,-84.52506483,38.01286066
 21170,312 N LIMESTONE,2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/15 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,312 N LIMESTONE,312 N LIMESTONE,Exact Parcel,17006800,-84.49169414,38.04929626
 21171,241 SHADY LN,2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/11 00:00:00.000000000,2011/03/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,241 SHADY LN,241 SHADY LN,Exact Parcel,26314950,-84.50697939,38.01309111
 21172,1105 N BROADWAY,2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/11 00:00:00.000000000,2011/04/01 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,1105 N BROADWAY,1105 N BROADWAY,Exact Parcel,16560600,-84.48106542,38.06255221
 21173,"145, 149 ZANDALE DR",2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/11 00:00:00.000000000,2011/04/01 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,145 ZANDALE DR,145 ZANDALE DR,Exact Parcel,25393200,-84.51485971,38.00777577
 21175,743 ALLENDALE DR,2011/03/14 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/03/13 00:00:00.000000000,2011/04/03 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,743 ALLENDALE DR,743 ALLENDALE DR,Exact Parcel,26807800,-84.53497872,38.0282
 21176,401 CHESTNUT ST,2011/03/14 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/05/16 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,401 CHESTNUT ST,401 CHESTNUT ST,Exact Parcel,13700800,-84.48559801,38.04664216
 21178,1740 NICHOLASVILLE RD,2011/03/14 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/07/15 00:00:00.000000000,twtelecom,Street Cut,New Construction,Yes,1740 NICHOLASVILLE RD,1740 NICHOLASVILLE RD,Exact Parcel,10054100,-84.51226945,38.01882852
 21179,1721 NICHOLASVILLE RD,2011/03/14 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/31 00:00:00.000000000,twtelecom,Installation,New Construction,No,1721 NICHOLASVILLE RD,1721 NICHOLASVILLE RD,Exact Parcel,15162050,-84.51454114,38.01899777
 21180,450 OLD VINE ST,2011/03/14 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/28 00:00:00.000000000,2011/04/15 00:00:00.000000000,twtelecom,Street Cut,New Construction,Yes,450 OLD VINE ST,450 OLD VINE ST,Exact Parcel,12441100,-84.49140658,38.03872233
 21187,1831 LIBERTY RD,2011/03/15 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/04/04 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1831 LIBERTY RD,1831 LIBERTY RD,Exact Parcel,46504800,-84.45787518,38.03237421
 21194,1119 ANDERSON ST,2011/03/15 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/14 00:00:00.000000000,2011/04/04 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1119 ANDERSON ST,1119 ANDERSON ST,Exact Parcel,16713000,-84.51614703,38.05363588
 21189,3579 OLYMPIA RD,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3579 OLYMPIA RD,3579 OLYMPIA RD,Exact Parcel,17049900,-84.48777428,37.98046162
 21190,2114 BAHAMA RD,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/03/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,2114 BAHAMA RD,2114 BAHAMA RD,Exact Parcel,20005490,-84.38431996,38.02452216
 21191,818 AURORA AVE,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/05 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,818 AURORA AVE,818 AURORA AVE,Exact Parcel,10024600,-84.47885202,38.03796646
 21195,1308 CAMDEN AVE,2011/03/16 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/05 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,1308 CAMDEN AVE,1308 CAMDEN AVE,Exact Parcel,46026350,-84.51649729,38.03172432
 21196,331 MADISON PL,2011/03/16 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/05 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,331 MADISON PL,331 MADISON PL,Exact Parcel,12546500,-84.50733031,38.05002628
 21192,360 LINCOLN AVE,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/05 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,360 LINCOLN AVE,360 LINCOLN AVE,Exact Parcel,40263700,-84.47135699,38.03645472
 21193,2221 JASMINE DR,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/05 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2221 JASMINE DR,2221 JASMINE DR,Exact Parcel,15211650,-84.55049176,38.02495101
 21186,165 BARR ST,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/05/18 00:00:00.000000000,Contractor,Installation,New Construction,No,165 BARR ST,165 BARR ST,Exact Parcel,10391900,-84.49382902,38.04616933
 21197,1016 N BROADWAY,2011/03/17 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/03/18 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,1016 N BROADWAY,1016 N BROADWAY,Exact Parcel,24168600,-84.48115002,38.06151369
 21198,1026 MCCLAIN DR,2011/03/17 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/04/06 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,1026 MCCLAIN DR,1026 MCCLAIN DR,Exact Parcel,32232200,-84.48202349,38.06254455
 21199,1005 SALT CT,2011/03/17 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/04/06 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1005 SALT CT,1005 SALT CT,Exact Parcel,20276828,-84.45324436,37.9819433
 21200,337 MERINO ST,2011/03/17 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/04/06 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,337 MERINO ST,337 MERINO ST,Exact Parcel,15217400,-84.50620678,38.04940175
 21201,1135 RICHMOND RD,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/17 00:00:00.000000000,2011/03/18 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1135 RICHMOND RD,1135 RICHMOND RD,Exact Parcel,16306600,-84.48020366,38.03212235
 21202,40 MENTELLE PARK,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/17 00:00:00.000000000,2012/05/22 00:00:00.000000000,Columbia Gas,Installation,Repair,No,40 MENTELLE PARK,40 MENTELLE PARK,Exact Parcel,11010500,-84.47915775,38.03530573
 21203,249 WILLARD ST,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/17 00:00:00.000000000,2011/04/07 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,249 WILLARD ST,249 WILLARD ST,Exact Parcel,10495200,-84.51172355,38.05206558
 21204,1717 LIBERTY RD,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,No,1717 LIBERTY RD,1717 LIBERTY RD,Exact Parcel,46588400,-84.46133186,38.03575264
 21205,1210 DEVONSHIRE AVE,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/17 00:00:00.000000000,2011/04/07 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,1210 DEVONSHIRE AVE,1210 DEVONSHIRE AVE,Exact Parcel,26110100,-84.52243814,38.03754684
 21209,113 BURLEY AVE,2011/03/18 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/03/17 00:00:00.000000000,2011/04/07 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,113 BURLEY AVE,113 BURLEY AVE,Exact Parcel,45421700,-84.51530472,38.03295675
 21210,324 BLACKBURN AVE,2011/03/18 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,324 BLACKBURN AVE,324 BLACKBURN AVE,Exact Parcel,13281900,-84.49918578,38.05637343
 21206,1912 LIBERTY RD,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/06/01 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,1912 LIBERTY RD,1912 LIBERTY RD,Exact Parcel,42392700,-84.45670636,38.03053984
 21207,1928 LIBERTY RD,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,1928 LIBERTY RD,1928 LIBERTY RD,Exact Parcel,47206250,-84.45614663,38.03019645
 21208,2000 LIBERTY RD,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,2000 LIBERTY RD,2000 LIBERTY RD,Exact Parcel,43116950,-84.45579178,38.02996925
 21339,3735 PALOMAR CENTRE DR,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,2011/05/02 00:00:00.000000000,2011/07/02 00:00:00.000000000,Windstream Communications,Installation,New Construction,Yes,3735 PALOMAR CENTRE DR,3735 PALOMAR CENTRE DR,Exact Parcel,20104910,-84.57152866,38.00420217
 21211,39 MENTELLE PARK,2011/03/21 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/03/16 00:00:00.000000000,2011/04/06 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,39 MENTELLE PARK,39 MENTELLE PARK,Exact Parcel,13452283,-84.47968157,38.03577583
 21212,428 JOHNSON AVE,2011/03/21 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/04/08 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,428 JOHNSON AVE,428 JOHNSON AVE,Exact Parcel,13562400,-84.48820809,38.05092052
 21213,508 BRYANWOOD PKWY,2011/03/21 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/03/18 00:00:00.000000000,2011/03/21 00:00:00.000000000,Columbia Gas,Installation,Repair,No,508 BRYANWOOD PKWY,508 BRYANWOOD PKWY,Exact Parcel,15803900,-84.45341177,38.06072252
 21215,132 OLD PARK AVE,2011/03/22 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/04/11 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,132 OLD PARK AVE,132 OLD PARK AVE,Exact Parcel,10547200,-84.48796567,38.03685976
 21217,520 PEMBERTON ST,2011/03/22 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/04/11 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,520 PEMBERTON ST,520 PEMBERTON ST,Exact Parcel,10040940,-84.48180866,38.0474312
 21250,3789 SUNDART DR,2011/03/22 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/21 00:00:00.000000000,2011/05/23 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3789 SUNDART DR,3789 SUNDART DR,Exact Parcel,10003663,-84.46702767,37.97529218
 21218,309 COLONY BLVD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/22 00:00:00.000000000,2011/04/12 00:00:00.000000000,Columbia Gas,Installation,Repair,No,309 COLONY BLVD,309 COLONY BLVD,Exact Parcel,16273200,-84.48809786,38.02167305
 21219,108 BURLEY AVE,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/22 00:00:00.000000000,2011/03/24 00:00:00.000000000,Columbia Gas,Annual General Permit,Add or Change Equipment,No,108 BURLEY AVE,108 BURLEY AVE,Exact Parcel,44179900,-84.51564031,38.03257478
 21222,417 QUEENSWAY DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/04 00:00:00.000000000,2011/04/25 00:00:00.000000000,Columbia Gas,Installation,Repair,No,417 QUEENSWAY DR,417 QUEENSWAY DR,Exact Parcel,40492100,-84.46794642,38.03225029
 21223,153 TORONTO RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/05/24 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,153 TORONTO RD,153 TORONTO RD,Exact Parcel,27027950,-84.52790942,37.97357323
 21224,121 TORONTO RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/05/24 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,121 TORONTO RD,121 TORONTO RD,Exact Parcel,26722300,-84.52940902,37.97413997
 21225,176 TORONTO RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/05/24 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,176 TORONTO RD,176 TORONTO RD,Exact Parcel,24942900,-84.52717841,37.97273524
 21226,162 N HANOVER AVE,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/31 00:00:00.000000000,2011/04/21 00:00:00.000000000,Columbia Gas,Installation,Repair,No,162 N HANOVER AVE,162 N HANOVER AVE,Exact Parcel,17149700,-84.48051862,38.03575128
 21227,128 OWSLEY AVE,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/04 00:00:00.000000000,2011/04/25 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,128 OWSLEY AVE,128 OWSLEY AVE,Exact Parcel,46255200,-84.47801804,38.03311548
 21228,343 WICKLAND CT,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/30 00:00:00.000000000,2011/04/20 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,343 WICKLAND CT,343 WICKLAND CT,Exact Parcel,14851000,-84.45179715,38.06664963
 21229,3475 GREENLAWN DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/01 00:00:00.000000000,2011/05/04 00:00:00.000000000,Columbia Gas,Installation,Repair,No,3475 GREENLAWN DR,3475 GREENLAWN DR,Exact Parcel,25969900,-84.51246829,37.98604358
 21230,1769 BEACON HILL RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/05 00:00:00.000000000,2011/04/26 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1769 BEACON HILL RD,1769 BEACON HILL RD,Exact Parcel,23767500,-84.53985883,38.0360676
 21231,1205  CENTRE PKWY,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/31 00:00:00.000000000,2011/05/23 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1205 CENTRE PKWY,1205 CENTRE PKWY,Exact Parcel,4016940,-84.48173857,37.98099102
 21232,365 REDDING RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/30 00:00:00.000000000,2011/05/04 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,365 REDDING RD,365 REDDING RD,Exact Parcel,13744639,-84.50838041,37.98933633
 21233,4642 IRONBRIDGE DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/30 00:00:00.000000000,2011/04/20 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4642 IRONBRIDGE DR,4642 IRONBRIDGE DR,Exact Parcel,20025390,-84.49592366,37.95742662
 21234,1785 MOORELAND DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/05/09 00:00:00.000000000,2011/05/30 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1785 MOORELAND DR,1785 MOORELAND DR,Exact Parcel,24397000,-84.48064103,38.00541996
 21235,854 CHARWOOD DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/30 00:00:00.000000000,2011/04/20 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,854 CHARWOOD DR,854 CHARWOOD DR,Exact Parcel,20058960,-84.50008328,37.95122406
 21236,597 PLAINVIEW RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/31 00:00:00.000000000,2011/04/21 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,597 PLAINVIEW RD,597 PLAINVIEW RD,Exact Parcel,13473600,-84.46110105,37.99584362
 21238,2331-2339 VERSAILLES RD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/05 00:00:00.000000000,2011/04/26 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,2331 VERSAILLES RD,2331 VERSAILLES RD,Exact Parcel,15437880,-84.55414107,38.04717027
 21239,708 MONTCLAIR DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/01 00:00:00.000000000,2011/04/22 00:00:00.000000000,Columbia Gas,Installation,Repair,No,708 MONTCLAIR DR,708 MONTCLAIR DR,Exact Parcel,10977300,-84.49780883,38.02050754
 21241,166 BASSETT AVE,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/05 00:00:00.000000000,2011/04/26 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,166 BASSETT AVE,166 BASSETT AVE,Exact Parcel,45621300,-84.47558829,38.03105787
 21242,147 LAKESHORE DR,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/28 00:00:00.000000000,2011/04/18 00:00:00.000000000,Columbia Gas,Installation,Repair,No,147 LAKESHORE DR,147 LAKESHORE DR,Exact Parcel,13114525,-84.46898491,38.01982217
 21251,2904 EDINBURGH DR,2011/03/23 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/28 00:00:00.000000000,2011/04/18 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,2904 EDINBURGH DR,2904 EDINBURGH DR,Exact Parcel,22323600,-84.52066135,37.98891853
 21252,2910 EDINBURGH DR,2011/03/23 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/28 00:00:00.000000000,2012/03/29 00:00:00.000000000,Columbia Gas,Installation,Repair,No,2910 EDINBURGH DR,2910 EDINBURGH DR,Exact Parcel,21352750,-84.52060437,37.98831888
 21243,424 HENRY CLAY BLVD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/31 00:00:00.000000000,2011/04/21 00:00:00.000000000,Columbia Gas,Installation,Repair,No,424 HENRY CLAY BLVD,424 HENRY CLAY BLVD,Exact Parcel,40157250,-84.46844603,38.0336773
 21244,448 GEORGETOWN ST,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/23 00:00:00.000000000,2011/04/13 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,448 GEORGETOWN ST,448 GEORGETOWN ST,Exact Parcel,15242700,-84.50131157,38.06157233
 21245,364  MERINO ST,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/06/23 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,364 MERINO ST,364 MERINO ST,Exact Parcel,13319000,-84.50642474,38.04855678
 21246,348 MERINO ST,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/06/23 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,348 MERINO ST,348 MERINO ST,Exact Parcel,14599540,-84.50601677,38.04884549
 21247,352 MADISON PL,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/06 00:00:00.000000000,2011/04/27 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,352 MADISON PL,352 MADISON PL,Exact Parcel,15766700,-84.50729859,38.04919065
 21248,701 HENRY CLAY BLVD,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/04/06 00:00:00.000000000,2011/07/07 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,701 HENRY CLAY BLVD,701 HENRY CLAY BLVD,Exact Parcel,46863000,-84.46556082,38.03708151
 21249,469 W THIRD ST,2011/03/23 00:00:00.000000000,2011/03/25 00:00:00.000000000,2011/05/27 00:00:00.000000000,2011/08/03 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,Yes,469 W THIRD ST,469 W THIRD ST,Exact Parcel,11988800,-84.49764185,38.05452656
 21253,1408 STRAWBERRY CIR,2011/03/24 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/04/07 00:00:00.000000000,2011/04/28 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,1408 STRAWBERRY CIR,1408 STRAWBERRY CIR,Exact Parcel,22124500,-84.48388701,38.00817043
 21264,4242 GEORGETOWN RD,2011/03/24 00:00:00.000000000,2011/04/01 00:00:00.000000000,2011/03/23 00:00:00.000000000,2011/04/13 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,4242 GEORGETOWN RD,4242 GEORGETOWN RD,Exact Parcel,24280600,-84.53541808,38.14288386
 21254,300 W MAXWELL ST,2011/03/24 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/23 00:00:00.000000000,2011/04/13 00:00:00.000000000,Columbia Gas,Installation,Repair,No,300 W MAXWELL ST,300 W MAXWELL ST,Exact Parcel,15079505,-84.50344778,38.04510682
 21214,1202 DEVONSHIRE AVE,2011/03/24 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/05/18 00:00:00.000000000,Contractor,Street Cut,New Construction,Yes,1202 DEVONSHIRE AVE,1202 DEVONSHIRE AVE,Exact Parcel,20501000,-84.52227775,38.03784383
 21255,801 FURLONG DR,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/04/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,801 FURLONG DR,801 FURLONG DR,Exact Parcel,21875100,-84.53684974,38.03082269
 21256,3321 FOX DEN CIR,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/03/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3321 FOX DEN CIR,3321 FOX DEN CIR,Exact Parcel,20029840,-84.46061769,37.96979506
 21257,318 PARK AVE,2011/03/25 00:00:00.000000000,2011/03/29 00:00:00.000000000,2011/03/24 00:00:00.000000000,2011/04/14 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,318 PARK AVE,318 PARK AVE,Exact Parcel,15695900,-84.49193558,38.0335295
